Name,City,State,Rank,Category
Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,11,Law
Aligarh Muslim University,Aligarh,Uttar Pradesh,12,Law
Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,13,Law
Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,14,Law
Christ University,Bengaluru,Karnataka,15,Law
Dr. B. R. Ambedkar College of Law,Visakhapatnam,Andhra Pradesh,16,Law
Guru Gobind Singh Indraprastha University,New Delhi,Delhi,17,Law
Alliance University,Bengaluru,Karnataka,18,Law
Lovely Professional University,Phagwara,Punjab,19,Law
Dr. Ram Manohar Lohiya National Law University,Lucknow,Uttar Pradesh,20,Law
"National Law Institute University, Bhopal",Bhopal,Madhya Pradesh,21,Law
National University of Study and Research in Law,Ranchi,Jharkhand,22,Law
University of Lucknow,Lucknow,Uttar Pradesh,23,Law
The Rajiv Gandhi National University of Law,Patiala,Punjab,24,Law
Banaras Hindu University,Varanasi,Uttar Pradesh,25,Law
"National Law University, Cuttack",Cuttack,Odisha,26,Law
National Law University and Judicial Academy,Kamrup,Assam,27,Law
UPES,Dehradun,Uttarakhand,28,Law
"Manipal University, Jaipur",Jaipur,Rajasthan,29,Law
Army Institute of Law,Mohali,Punjab,30,Law
Maharashtra National Law University Mumbai,Mumbai,Maharashtra,31,Law
Chanakya National Law University,Patna,Bihar,31,Law
"Amity University Haryana, Gurgaon","Gurugram, Haryana",Haryana,33,Law
"Maharashtra National Law University, Nagpur",Nagpur,Maharashtra,34,Law
Indian Law Institute,New Delhi,Delhi,35,Law
"ICFAI Foundation for Higher Education, Hyderabad",Hyderabad,Telangana,36,Law
Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,37,Law
National University of Advanced Legal Studies (NUALS),Kochi,Kerala,38,Law
Damodaram Sanjivayya National Law University,Visakhapatnam,Andhra Pradesh,39,Law
Amity University,North Twenty Four Parganas,West Bengal,39,Law
Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,1,Architecture
Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,2,Architecture
National Institute of Technology Calicut,Kozhikode,Kerala,3,Architecture
"Indian Institute of Engineering Science and Technology, Shibpur",Howrah,West Bengal,4,Architecture
School of Planning and Architecture New Delhi,New Delhi,Delhi,5,Architecture
Centre for Environmental Planning and Technology University,Ahmedabad,Gujarat,6,Architecture
Jamia Millia Islamia,New Delhi,Delhi,7,Architecture
National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,8,Architecture
National Institute of Technology Rourkela,Rourkela,Odisha,9,Architecture
Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,10,Architecture
S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,11,Architecture
School of Planning and Architecture Bhopal,Bhopal,Madhya Pradesh,12,Architecture
Chandigarh University,Mohali,Punjab,13,Architecture
Aligarh Muslim University,Aligarh,Uttar Pradesh,14,Architecture
Malaviya National Institute of Technology,Jaipur,Rajasthan,15,Architecture
School of Planning and Architecture Vijayawada,Vijayawada,Andhra Pradesh,16,Architecture
Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,17,Architecture
"College of Engineering, Trivandrum",Thiruvananthapuram,Kerala,18,Architecture
Nirma University,Ahmedabad,Gujarat,19,Architecture
Birla Institute of Technology,Ranchi,Jharkhand,20,Architecture
M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,21,Architecture
Dr. M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,22,Architecture
BMS College of Architecture,Bengaluru,Karnataka,23,Architecture
Lovely Professional University,Phagwara,Punjab,24,Architecture
Amity University,North Twenty Four Parganas,West Bengal,25,Architecture
Thiagarajar College of Engineering,Madurai,Tamil Nadu,25,Architecture
National Institute of Technology Patna,Patna,Bihar,27,Architecture
"Manipal School of Architecture and Planning, MAHE",Udupi,Karnataka,28,Architecture
Guru Gobind Singh Indraprastha University,New Delhi,Delhi,29,Architecture
"Chandigarh College of Architecture, Sector-12",Chandigarh,Chandigarh,30,Architecture
Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,31,Architecture
National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,32,Architecture
"Manipal University, Jaipur",Jaipur,Rajasthan,33,Architecture
Anna University,Chennai,Tamil Nadu,34,Architecture
Chitkara University,Rajpura,Punjab,35,Architecture
National Institute of Technology Raipur,Raipur,Chhattisgarh,36,Architecture
Anant National University,Ahmedabad,Gujarat,37,Architecture
"BMS School of Architecture, Yelahanka",Bengaluru,Karnataka,38,Architecture
Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,39,Architecture
B. S. Abdur Rahman Crescent Institute of Science and Technology,Chennai,Tamil Nadu,40,Architecture
Indian Agricultural Research Institute,New Delhi,Delhi,1,Agriculture
ICAR - National Dairy Research Institute,Karnal,Haryana,2,Agriculture
Punjab Agricultural University,Ludhiana,Punjab,3,Agriculture
Banaras Hindu University,Varanasi,Uttar Pradesh,4,Agriculture
"Indian Veterinary Research Institute, Izatnagar",Bareilly,Uttar Pradesh,5,Agriculture
Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,6,Agriculture
Chaudhary Charan Singh Haryana Agricultural University,Hisar,Haryana,7,Agriculture
G.B. Pant Universtiy of Agriculture and Technology,Pantnagar,Uttarakhand,8,Agriculture
"Central Institute of Fisheries Education, Fishries University",Mumbai,Maharashtra,9,Agriculture
Sher-e-Kashmir University of Agricultural Science and Technology of Kashmir,Srinagar,Jammu and Kashmir,10,Agriculture
University of Agricultural Sciences,Bengaluru,Karnataka,11,Agriculture
"National Institute of Food Technology, Entrepreneurship and Management",Thanjavur,Tamil Nadu,12,Agriculture
Bidhan Chandra Krishi Vishwavidyalaya,Nadia,West Bengal,13,Agriculture
Assam Agricultural University,Jorhat,Assam,14,Agriculture
Odisha University of Agriculture and Technology,Khordha,Odisha,15,Agriculture
Kerala Agricultural University,Thrissur,Kerala,16,Agriculture
Tamil Nadu Veterinary and Animal Sciences University,Chennai,Tamil Nadu,17,Agriculture
Dr. Y.S. Parmar University of Horticulture and Forestry,Solan,Himachal Pradesh,18,Agriculture
Chaudhary Sarwan Kumar Himachal Pardesh Krishi Vishvavidyalaya,Kangra,Himachal Pradesh,19,Agriculture
Sher-e-Kashmir University of Agricultural Science and Technology of Jammu,Jammu,Jammu and Kashmir,20,Agriculture
"National Institute of Food Technology, Enterprenurship and Management",Sonipat,Haryana,21,Agriculture
Lovely Professional University,Phagwara,Punjab,22,Agriculture
Anand Agricultural University,Anand,Gujarat,23,Agriculture
University of Agricultural Sciences,Dharwad,Karnataka,24,Agriculture
Guru Angad Dev Veterinary and Animal Sciences University,Ludhiana,Punjab,24,Agriculture
Acharya N G Ranga Agricultural University,Guntur,Andhra Pradesh,26,Agriculture
Annamalai University,Annamalainagar,Tamil Nadu,27,Agriculture
West Bengal University of Animal and Fishery Sciences,Kolkata,West Bengal,28,Agriculture
Dr Rajendra Prasad Central Agricultural University,Samastipur,Bihar,29,Agriculture
Kerala University of Fisheries and Ocean Studies,Kochi,Kerala,30,Agriculture
Central Agricultural University,Imphal West,Manipur,31,Agriculture
Tamil Nadu Dr.J.Jayalalithaa Fisheries University,Nagapattinam,Tamil Nadu,32,Agriculture
Sri Venkateswara Veterinary University,Tirupati,Andhra Pradesh,33,Agriculture
Lala lajpat Rai University of Veterinary and Animal Sciences,Hisar,Haryana,34,Agriculture
Navsari Agricultural University,Navsari,Gujarat,35,Agriculture
Bihar Agriculture University,Bhagalpur,Bihar,36,Agriculture
Professor Jayashankar Telangana State Agricultural University,Hyderabad,Telangana,37,Agriculture
Kalasalingam Academy of Research and Education,Srivilliputhur,Tamil Nadu,38,Agriculture
Indira Gandhi Krishi Vishwavidyalaya,Raipur,Chhattisgarh,39,Agriculture
Uttar Banga Krishi Vishwavidyalaya,Cooch Behar,West Bengal,40,Agriculture
Indian Institute of Technology Bombay,,Mumbai,Maharashtra,Innovation
Indian Institute of Technology Madras,,Chennai,Tamil Nadu,Innovation
Indian Institute of Technology Hyderabad,,Hyderabad,Telangana,Innovation
"Indian Institute of Science, Bengaluru",,Bengaluru,Karnataka,Innovation
Indian Institute of Technology Kanpur,,Kanpur,Uttar Pradesh,Innovation
Indian Institute of Technology Roorkee,,Roorkee,Uttarakhand,Innovation
Indian Institute of Technology Delhi,,New Delhi,Delhi,Innovation
Indian Institute of Technology Mandi,,Mandi,Himachal Pradesh,Innovation
Indian Institute of Technology Kharagpur,,Kharagpur,West Bengal,Innovation
Anna University,,Chennai,Tamil Nadu,Innovation
